DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2010,99562.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2011,101986.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2012,99979.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2013,102210.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2014,106335.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2015,112854.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2016,116593.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2017,127222.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2018,136580.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2019,147373.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2020,138954.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2021,154971.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2022,168546.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2023,197178.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Hungary,2024,206040.1,p,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,1995,52881.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,1996,59701.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,1997,73118.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,1998,80565.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,1999,92790.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2000,108495.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2001,122089.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2002,135997.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2003,145576.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2004,156260.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2005,170306.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2006,184916.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2007,197069.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2008,187283.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2009,169519.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2010,167255.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2011,173120.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2012,176621.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2013,182908.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2014,200594.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2015,272282.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2016,275933.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2017,308366.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2018,335136.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2019,363752.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2020,381728.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2021,448445.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2022,520718.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2023,524728.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Ireland,2024,562794.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,1995,5631.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,1996,6037.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,1997,6802.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,1998,7690.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,1999,8535.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2000,9900.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2001,9276.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2002,10015.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2003,10237.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2004,11248.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2005,13804.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2006,14131.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2007,16052.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2008,11158.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2009,9460.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2010,10512.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2011,11058.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2012,11629.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2013,12222.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2014,13611.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2015,15960.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2016,19067.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2017,22211.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2018,22591.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2019,22315.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2020,19302.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2021,22188.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2022,27738.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2023,29333.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Iceland,2024,30696.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,1995,900369.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,1996,1035610.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,1997,1099046.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,1998,1136926.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,1999,1177549.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2000,1244744.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2001,1308623.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2002,1355522.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2003,1399386.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2004,1457356.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2005,1499073.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2006,1559864.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2007,1621714.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2008,1643718.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2009,1584106.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2010,1617944.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2011,1657362.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2012,1632898.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2013,1621260.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2014,1635870.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2015,1663277.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2016,1704856.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2017,1744493.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2018,1777744.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2019,1804066.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2020,1670011.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2021,1842507.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2022,1998072.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2023,2142601.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Italy,2024,2199619.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2013,4812.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2014,5021.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2015,5649.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2016,5637.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2017,5734.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2018,5666.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2019,5750.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2020,5618.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2021,6688.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2022,7011.9,p,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Liechtenstein,2023,7661.0,e,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,1995,5156.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,1996,6639.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,1997,8966.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,1998,10070.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,1999,10339.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2000,12503.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2001,13690.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2002,15177.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2003,16674.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2004,18312.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2005,20986.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2006,23999.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2007,29034.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2008,32683.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2009,26973.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2010,27663.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2011,31066.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2012,33240.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2013,34874.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2014,36410.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2015,37440.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2016,38820.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2017,42274.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2018,45947.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2019,49239.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2020,50264.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2021,56709.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2022,67081.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2023,74317.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Lithuania,2024,78996.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,1995,15946.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,1996,16462.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,1997,17266.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,1998,18005.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,1999,20547.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2000,22986.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2001,23879.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2002,25011.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2003,26227.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2004,28189.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2005,30281.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2006,34175.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2007,37641.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2008,40009.6,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2009,39050.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2010,42402.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2011,44323.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2012,46526.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2013,49094.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2014,51791.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2015,54142.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2016,56208.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2017,58168.8,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2018,60193.4,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2019,62415.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2020,64499.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2021,73039.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2022,76731.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2023,82115.5,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Luxembourg,2024,86180.3,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,1995,4008.1,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,1996,4565.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,1997,5593.9,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,1998,6230.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,1999,6850.7,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,2000,8418.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,2001,9182.2,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,2002,9841.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,2003,10029.0,,
ESTAT:NAMA_10_GDP(1.0),22/12/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Latvia,2004,11229.7,,
